Annotation Cluster 1	Enrichment Score: 1.0558319319030667
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	phosphoprotein	14	60.86956521739131	0.02133520722489693	HIF1A, LGALS3, TRIM9, ATL1, SNAPC1, DLGAP5, SAV1, PSMA3, PPM1A, PRKCH, KTN1, PELI2, FBXO34, SAMD4A	22	7263	19235	1.6853166109671687	0.8365996219953268	0.8365996219953268	20.664714695948895
SP_PIR_KEYWORDS	coiled coil	5	21.73913043478261	0.1722196472721501	ATL1, TRIM9, DLGAP5, SAV1, KTN1	22	2019	19235	2.165225809356567	0.9999998726879247	0.981110633224423	86.85038080781487
GOTERM_MF_FAT	GO:0042802~identical protein binding	3	13.043478260869565	0.1850651499511108	ATL1, TRIM9, SAV1	17	640	12983	3.5798713235294124	0.9999995105309645	0.9999995105309645	88.04556658025473

Annotation Cluster 2	Enrichment Score: 0.6919416596274773
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0042995~cell projection	4	17.391304347826086	0.03745137809989543	HIF1A, ATL1, PPM1A, SAMD4A	15	697	12782	4.8902917264466765	0.9562820813240757	0.9562820813240757	33.48771533257964
GOTERM_BP_FAT	GO:0010604~positive regulation of macromolecule metabolic process	4	17.391304347826086	0.07652475425443221	HIF1A, PSMA3, PPM1A, SAMD4A	17	857	13528	3.7141876587274347	0.9999999999368386	0.9999999999368386	65.39321334947847
SP_PIR_KEYWORDS	ubl conjugation	3	13.043478260869565	0.1338937690893577	HIF1A, DLGAP5, KTN1	22	588	19235	4.460807050092765	0.9999942986501433	0.9976122500431067	78.62538758854997
SP_PIR_KEYWORDS	cytoplasm	7	30.434782608695656	0.1418108382483943	TBPL2, HIF1A, DLGAP5, PSMA3, TRMT5, KLHDC1, SAMD4A	22	3332	19235	1.8368029029793733	0.9999973638256097	0.9861858326718552	80.63175904978952
GOTERM_BP_FAT	GO:0010557~positive regulation of macromolecule biosynthetic process	3	13.043478260869565	0.1795352568565901	HIF1A, PPM1A, SAMD4A	17	654	13528	3.6502968159740963	1.0	0.9999999999997892	92.84640056384772
GOTERM_BP_FAT	GO:0031328~positive regulation of cellular biosynthetic process	3	13.043478260869565	0.1929144884557648	HIF1A, PPM1A, SAMD4A	17	685	13528	3.4851009016745387	1.0	0.9999999992967833	94.25417691549671
GOTERM_BP_FAT	GO:0009891~positive regulation of biosynthetic process	3	13.043478260869565	0.19726464570642102	HIF1A, PPM1A, SAMD4A	17	695	13528	3.434955564959797	1.0	0.9999999083328318	94.6535255907104
