Annotation Cluster 1	Enrichment Score: 1.441604987301001
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	splice variant	23	50.0	0.005281627134326297	ASAH2, PARG, LRRC18, COL13A1, SGMS1, CHAT, FRMPD2, NCOA4, PCDH15, DNAJC12, ARID5B, A1CF, ARHGAP22, MAPK8, CXCL12, C10ORF71, RASGEF1A, C10ORF128, C10ORF53, VSTM4, WDFY4, PRKG1, MSMB	37	7760	20063	1.6071642518807465	0.6623018966214711	1.0	1.0
UP_KEYWORDS	Alternative splicing	26	56.52173913043478	0.021916333463984247	ASAH2, PARG, COL13A1, SGMS1, LRRC18, CHAT, FRMPD2, PCDH15, OGDHL, ARHGAP22, MAPK8, C10ORF71, RASGEF1A, C10ORF128, C10ORF53, VSTM4, PRKG1, MSMB, ZNF485, NCOA4, DNAJC12, ARID5B, ANK3, A1CF, CXCL12, WDFY4	37	10587	20581	1.3660455581679725	0.9126303263651724	1.0	1.0
UP_KEYWORDS	Polymorphism	27	58.69565217391305	0.06439816282216984	ASAH2, COL13A1, LRRC18, NPY4R, CHAT, FRMPD2, PCDH15, OGDHL, ARHGAP22, MAPK8, PGBD3, C10ORF71, C10ORF128, BMS1, VSTM4, PRKG1, SLC18A3, MSMB, ZNF485, NCOA4, DNAJC12, ANK3, A1CF, ZNF33B, CCDC6, ERCC6, WDFY4	37	12043	20581	1.2470785989842703	0.9993392803050702	1.0	1.0
UP_SEQ_FEATURE	sequence variant	26	56.52173913043478	0.2297052573009601	ASAH2, COL13A1, LRRC18, NPY4R, CHAT, FRMPD2, PCDH15, OGDHL, ARHGAP22, MAPK8, PGBD3, C10ORF71, C10ORF128, BMS1, VSTM4, PRKG1, SLC18A3, MSMB, ZNF485, NCOA4, DNAJC12, ANK3, A1CF, ZNF33B, ERCC6, WDFY4	37	12443	20063	1.1330325744856002	1.0	1.0	1.0

Annotation Cluster 2	Enrichment Score: 0.5105017918200973
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	7	15.217391304347828	0.08598533893531961	ZNF485, ARHGAP22, NCOA4, ZNF32, ARID5B, DRGX, ZNF33B	28	1955	16792	2.147314578005115	0.9999999930942499	1.0	1.0
UP_KEYWORDS	Transcription regulation	8	17.391304347826086	0.10611544178648666	ZNF485, ARHGAP22, NCOA4, ZNF32, ARID5B, ERCC6, DRGX, ZNF33B	37	2332	20581	1.9082100968893423	0.999995625203628	1.0	1.0
UP_KEYWORDS	Transcription	8	17.391304347826086	0.1186318890008247	ZNF485, ARHGAP22, NCOA4, ZNF32, ARID5B, ERCC6, DRGX, ZNF33B	37	2398	20581	1.8556905529382595	0.9999990725155321	1.0	1.0
GOTERM_CC_DIRECT	GO:0005634~nucleus	14	30.434782608695656	0.12467887513028235	ZNF485, PARG, SGMS1, CHAT, NCOA4, ZNF32, ARID5B, ZNF33B, ARHGAP22, MAPK8, BMS1, ERCC6, DRGX, MSMB	33	5415	18224	1.427773580682168	0.9999105215019768	1.0	1.0
GOTERM_CC_DIRECT	GO:0005622~intracellular	5	10.869565217391305	0.2030946390742453	ZNF485, MAPK8, RASGEF1A, CSTF2T, ZNF33B	33	1332	18224	2.072982072982073	0.9999998745495022	1.0	1.0
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	5	10.869565217391305	0.21894236203800016	ZNF485, ARHGAP22, ZNF32, DRGX, ZNF33B	28	1504	16792	1.9937310030395137	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 6	3	6.521739130434782	0.22660600888338114	ZNF485, ZNF32, ZNF33B	37	501	20063	3.246965528402654	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	3	6.521739130434782	0.25931367227660596	ZNF485, ZNF32, ZNF33B	37	550	20063	2.9576904176904177	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1	3	6.521739130434782	0.2619928399998227	ZNF485, ZNF32, ZNF33B	37	554	20063	2.936335252219729	1.0	1.0	1.0
