Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	24	31.16883116883117	0.09350669535723008	SETDB1, LOR, OVGP1, GNAI3, REG4, ACP6, NBPF20, WARS2, ENSA, ATP1A2, PI4KB, TTF2, SPAG17, DCLRE1B, HIPK1, HIST2H2BF, AKNAD1, TRIM45, WDR77, CELF3, PDE4DIP, NBPF7, NBPF9, NBPF8	63	5222	18224	1.329466907406394	0.9999814872608114	0.9956973567207373	67.07765732655363
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	3	3.896103896103896	0.09455318297196265	PHGDH, ATP5F1, ATP1A2	63	152	18224	5.709273182957393	0.9999837150268509	0.9746528569632591	67.50523085253414
GOTERM_BP_DIRECT	GO:0006810~transport	4	5.194805194805195	0.11431776971821359	GJA8, GNAI3, ENSA, SYPL2	58	348	16792	3.3277843836702337	1.0	0.9999992339801211	80.96531508156669
GOTERM_CC_DIRECT	GO:0031965~nuclear membrane	3	3.896103896103896	0.18305887666804568	NOS1AP, CERS2, WDR3	63	229	18224	3.7895612393428983	0.9999999998208676	0.9395151274180936	89.85496303013385
UP_KEYWORDS	Chromosomal rearrangement	3	3.896103896103896	0.302624468071242	IGSF3, PDE4DIP, BCL9	69	334	20581	2.6791200208279093	1.0	0.9710071719845811	98.75244018328388
UP_SEQ_FEATURE	compositionally biased region:Poly-Ala	3	3.896103896103896	0.38477535903390014	NOTCH2, OLFML2B, BCL9	67	404	20063	2.223621989064578	1.0	0.9999998645198716	99.84475961737424
UP_KEYWORDS	Cytoplasm	18	23.376623376623375	0.42342728450558664	LOR, GNAI3, ANP32E, STXBP3, ENSA, PI4KB, TTF2, SPAG17, NOTCH2, DCLRE1B, HIPK1, TRIM45, WDR77, CELF3, PDE4DIP, NBPF7, NBPF9, NBPF8	69	4816	20581	1.1148165535172614	1.0	0.978325802751739	99.87662381322451
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	3	3.896103896103896	0.4436429408629451	ATF6, RFX5, WDR77	58	441	16792	1.969505043396669	1.0	0.9999999999999983	99.96686995594149
GOTERM_CC_DIRECT	GO:0009986~cell surface	3	3.896103896103896	0.5542380002145073	NOTCH2, ANXA9, IGSF3	63	542	18224	1.601124582674398	1.0	0.9989910263385237	99.9893128361522
GOTERM_BP_DIRECT	GO:0007165~signal transduction	4	5.194805194805195	0.7640437633484548	ATF6, ANXA9, FCGR1A, PI4KB	58	1161	16792	0.9974754224954705	1.0	1.0	99.99999973105976
UP_SEQ_FEATURE	splice variant	24	31.16883116883117	0.7770018325393282	HSD3B2, SETDB1, KCND3, GDAP2, REG4, ACP6, OLFML2B, RORC, ENSA, PI4KB, DENND2C, SYPL2, TTF2, CYB561D1, HIPK1, FCGR1A, AKNAD1, TRIM45, IGSF3, CELF3, PDE4DIP, ADAM30, NBPF9, NBPF8	67	7760	20063	0.9261270964763809	1.0	0.9999999999999999	99.99999978976952
GOTERM_CC_DIRECT	GO:0005730~nucleolus	3	3.896103896103896	0.7956278116899045	BCAS2, WDR3, RORC	63	857	18224	1.0126132133133299	1.0	0.9999440756338956	99.99999842974064
UP_KEYWORDS	Alternative splicing	33	42.857142857142854	0.8011423617430208	HSD3B2, GDAP2, REG4, ACP6, WARS2, ENSA, DENND2C, SYPL2, CYB561D1, FCGR1A, TRIM45, GOLPH3L, WDR77, ADAM30, DDAH1, SETDB1, KCND3, TBX15, NOS1AP, RFX5, OLFML2B, ANP32E, PI4KB, TTF2, HMGCS2, HIPK1, HIST2H2BF, AKNAD1, IGSF3, HAO2, CELF3, PDE4DIP, AP4B1	69	10587	20581	0.9297333481176668	1.0	0.9993177224379686	99.99999970619348
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	6	7.792207792207792	0.8437644773268647	KCND3, GNAI3, CYB561D1, ZNF697, ATP1A2, DDAH1	58	2069	16881	0.8440359327344544	1.0	0.9999999999999981	99.99999997385281
INTERPRO	IPR013783:Immunoglobulin-like fold	3	3.896103896103896	0.8466767887509926	FCGR1A, IGSF3, TRIM45	65	951	18559	0.9007037126910944	1.0	1.0	99.99999999316455
UP_KEYWORDS	Methylation	3	3.896103896103896	0.8496285315557751	SETDB1, HIST2H2BF, BCL9	69	1001	20581	0.89393215480172	1.0	0.9995549033182947	99.99999999018848
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	3	3.896103896103896	0.853226155535654	ZNF697, CELF3, TTF2	58	985	16881	0.88645195168913	1.0	0.9999999999999697	99.9999999875563
UP_SEQ_FEATURE	mutagenesis site	5	6.493506493506493	0.9394206717887429	SETDB1, ATF6, PIGM, FCGR1A, ACP6	67	2191	20063	0.6833586517435641	1.0	1.0	99.99999999999999
