Annotation Cluster 1	Enrichment Score: 26.071500231612607
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Olfaction	23	92.0	3.3282615783931255E-35	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	443	20581	42.74158013544018	7.987827788143502E-34	7.987827788143502E-34	7.987827788143502E-34
INTERPRO	IPR000725:Olfactory receptor	23	92.0	1.6511814462868377E-34	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	430	18559	39.70762790697675	2.146535880172889E-33	2.146535880172889E-33	2.146535880172889E-33
GOTERM_BP_DIRECT	GO:0050911~detection of chemical stimulus involved in sensory perception of smell	23	92.0	1.1426794965909693E-33	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	425	16792	36.34974117647059	2.742430791818326E-32	2.628162842159229E-32	2.628162842159229E-32
GOTERM_MF_DIRECT	GO:0004984~olfactory receptor activity	23	92.0	1.3948471995278945E-33	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	431	16881	36.03368909512761	1.8133013593862629E-32	1.8133013593862629E-32	1.8133013593862629E-32
UP_KEYWORDS	Sensory transduction	23	92.0	4.161366315531064E-32	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	609	20581	31.091165845648607	9.987279157274554E-31	4.993639578637277E-31	4.993639578637277E-31
INTERPRO	IPR000276:G protein-coupled receptor, rhodopsin-like	23	92.0	1.6289950547723687E-29	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	719	18559	23.747260083449238	2.1176935712040793E-28	1.0588467856020397E-28	1.0588467856020397E-28
INTERPRO	IPR017452:GPCR, rhodopsin-like, 7TM	23	92.0	2.739402002023117E-29	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	736	18559	23.198750000000004	3.561222602630052E-28	1.187074200876684E-28	1.187074200876684E-28
UP_KEYWORDS	G-protein coupled receptor	23	92.0	5.634556978227763E-29	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	842	20581	22.487553444180524	1.3522936747746631E-27	4.50764558258221E-28	4.50764558258221E-28
GOTERM_MF_DIRECT	GO:0004930~G-protein coupled receptor activity	23	92.0	9.836500313337612E-29	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	710	16881	21.873971830985916	1.2787450407338897E-27	6.393725203669448E-28	6.393725203669448E-28
UP_KEYWORDS	Transducer	23	92.0	2.4092193529436116E-28	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	25	899	20581	21.061757508342602	5.782126447064668E-27	1.445531611766167E-27	1.445531611766167E-27
KEGG_PATHWAY	hsa04740:Olfactory transduction	23	92.0	7.790030187615223E-27	OR8H2, OR8I2, OR8K3, OR8K1, OR5L2, OR5L1, OR5M1, OR4P4, OR5R1, OR4S2, OR4S1, OR5D18, OR4X1, OR4C45, OR4A47, OR4C6, OR5D16, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1, OR5D13	24	399	6879	16.522243107769423	1.5580060375230447E-26	1.5580060375230447E-26	1.5580060375230447E-26
