Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005515~protein binding	11	57.89473684210527	0.27998140032195273	KITLG, CCDC59, TMTC3, NR1H4, TMTC2, POC1B, LIN7A, C12ORF50, ATP2B1, CEP290, DCN	17	8785	16881	1.2433693796243597	0.9999997259619258	1.0	1.0
UP_KEYWORDS	Alternative splicing	12	63.1578947368421	0.2803452377237451	ACSS3, KITLG, GALNT4, C12ORF29, TMTC3, NR1H4, POC1B, POC1B-GALNT4, ATP2B1, CEP290, DCN, ANKS1B	19	10587	20581	1.2277818377056269	0.9999999999990036	1.0	1.0
KEGG_PATHWAY	hsa01100:Metabolic pathways	3	15.789473684210526	0.2887594085547195	ACSS3, GALNT4, POC1B-GALNT4	7	1219	6879	2.418492909879292	0.9978308098695386	1.0	1.0
UP_SEQ_FEATURE	splice variant	9	47.368421052631575	0.3177611217097939	ACSS3, KITLG, C12ORF29, TMTC3, NR1H4, ATP2B1, CEP290, DCN, ANKS1B	18	7760	20063	1.2927190721649484	0.9999999999999999	1.0	1.0
UP_KEYWORDS	Transferase	3	15.789473684210526	0.44731184083533043	METTL25, GALNT4, POC1B-GALNT4	19	1708	20581	1.9025946012572414	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0016020~membrane	3	15.789473684210526	0.5175939118110395	KITLG, ATP2B1, CEP290	15	2200	18224	1.6567272727272728	1.0	1.0	1.0
UP_KEYWORDS	Transport	3	15.789473684210526	0.5274073410002736	LIN7A, ATP2B1, CEP290	19	1978	20581	1.6428875525517534	1.0	1.0	1.0
UP_KEYWORDS	Cell membrane	4	21.052631578947366	0.5407525557959632	KITLG, LIN7A, ATP2B1, ANKS1B	19	3175	20581	1.3646746788230417	1.0	1.0	1.0
UP_KEYWORDS	Polymorphism	11	57.89473684210527	0.692490218559092	KITLG, METTL25, GALNT4, C12ORF29, TMTC2, POC1B-GALNT4, C12ORF50, ATP2B1, CEP290, DCN, OTOGL	19	12043	20581	0.989397640909548	1.0	1.0	1.0
UP_SEQ_FEATURE	sequence variant	11	57.89473684210527	0.703526169784617	KITLG, METTL25, GALNT4, C12ORF29, TMTC2, C12ORF50, ATP2B1, CEP290, MKRN9P, DCN, OTOGL	18	12443	20063	0.9853509782385456	1.0	1.0	1.0
UP_KEYWORDS	Acetylation	3	15.789473684210526	0.8265141143493017	ACSS3, NR1H4, ATP2B1	19	3424	20581	0.9490746433841614	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005634~nucleus	4	21.052631578947366	0.8336274239840662	CCDC59, NR1H4, ATP2B1, CEP290	15	5415	18224	0.8974576792859341	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	3	15.789473684210526	0.8594496903915236	KITLG, LIN7A, ATP2B1	15	4121	18224	0.8844455229313274	1.0	1.0	1.0
UP_KEYWORDS	Nucleus	4	21.052631578947366	0.8743353285624766	CCDC59, NR1H4, CEP290, ANKS1B	19	5244	20581	0.8262475410494198	1.0	1.0	1.0
UP_KEYWORDS	Phosphoprotein	5	26.31578947368421	0.9676784770603647	TMTC3, NR1H4, POC1B, ATP2B1, ANKS1B	19	8246	20581	0.6568096812489628	1.0	1.0	1.0
