Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	compositionally biased region:Gln-rich	4	4.2105263157894735	0.02217533074680314	SPRR4, DENND4B, CELF3, ARNT	80	152	20063	6.59967105263158	0.9997507895730277	0.6067878967830826	0.6067878967830826
GOTERM_CC_DIRECT	GO:0031965~nuclear membrane	4	4.2105263157894735	0.07287589626267599	RBM15, SORT1, WDR3, CERS2	78	229	18224	4.081065950061583	0.999886094508636	1.0	1.0
GOTERM_MF_DIRECT	GO:0008201~heparin binding	3	3.1578947368421053	0.15224199896867496	REG4, HDGF, LAMC2	74	160	16881	4.277280405405405	0.9999999999966619	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Poly-Arg	3	3.1578947368421053	0.17770516538184344	NBPF8, NBPF9, ARNT	80	194	20063	3.878157216494845	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	4	4.2105263157894735	0.19078266823163884	RBM15, CELF3, HDGF, ATP1A1	74	348	16881	2.6220876048462256	0.999999999999998	1.0	1.0
GOTERM_MF_DIRECT	GO:0005102~receptor binding	4	4.2105263157894735	0.1962773517117698	ENSA, CD58, VTCN1, HAO2	74	353	16881	2.584947553786081	0.9999999999999993	1.0	1.0
GOTERM_CC_DIRECT	GO:0005768~endosome	3	3.1578947368421053	0.24593417921165533	SNX27, PI4KB, ATP1A1	78	225	18224	3.1152136752136754	0.999999999999998	1.0	1.0
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	3	3.1578947368421053	0.27598642294015757	SLC22A15, GJA5, GJA8	72	244	16792	2.867486338797814	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	3	3.1578947368421053	0.3225753517858813	SORT1, KIAA1324, GDAP2	78	274	18224	2.558113419427288	1.0	1.0	1.0
UP_SEQ_FEATURE	binding site:Substrate	3	3.1578947368421053	0.33264860787941886	DDAH1, NMNAT2, HAO2	80	301	20063	2.4995431893687705	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	3	3.1578947368421053	0.42371118469082	SCNM1, SORT1, TNFAIP8L2-SCNM1	74	333	16881	2.0551497443389337	1.0	1.0	1.0
UP_KEYWORDS	Alternative splicing	45	47.368421052631575	0.43022801585170944	IGSF8, PGLYRP4, C1ORF194, CELF3, LAMC2, ATP1A1, VTCN1, SLC22A15, SNX27, VPS72, ACP6, ADORA3, ENSA, KIAA1324, TNFAIP8L2-SCNM1, CD58, HMGCS2, HAO2, SLC16A4, RBM15, SETDB1, HSD3B2, SORT1, TMOD4, KCND3, REG4, GOLPH3L, LYSMD1, ARNT, ADAM30, NMNAT2, C1ORF162, GDAP2, WARS2, SYT6, VANGL1, TBX15, SCNM1, DDAH1, RFX5, CASQ2, CHI3L2, HDGF, VPS45, PI4KB	84	10587	20581	1.0414220944824515	1.0	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Poly-Pro	3	3.1578947368421053	0.4961178143441444	BCL9, VPS72, PRCC	80	421	20063	1.78708432304038	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0043234~protein complex	3	3.1578947368421053	0.5223690950495892	VPS72, ATP1A1, GATAD2B	78	412	18224	1.7012696041822255	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	21	22.105263157894736	0.7378400658577654	SPRR4, SPAG17, NBPF8, SETDB1, NBPF9, CEP350, REG4, NBPF7, CELF3, NBPF20, ARNT, WARS2, SNX27, ACP6, ENSA, CASQ2, S100A12, HDGF, TNFAIP8L2, PI4KB, SPRR1A	78	5222	18224	0.9395751701381728	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	3	3.1578947368421053	0.7431729163267492	SORT1, LAMC2, PI4KB	78	621	18224	1.1287006069614767	1.0	1.0	1.0
UP_KEYWORDS	Cell junction	3	3.1578947368421053	0.7610694535183365	GJA5, GJA8, SYT6	84	675	20581	1.0889417989417989	1.0	1.0	1.0
UP_KEYWORDS	Cell projection	3	3.1578947368421053	0.7926083789757734	SPAG17, KCND3, THEM4	84	721	20581	1.0194670101050127	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	3	3.1578947368421053	0.8705642401896698	HSD3B2, ATP1A1, CERS2	78	828	18224	0.8465254552211074	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	4	4.2105263157894735	0.8744754320270047	RBM15, WDR3, KIAA1324, HDGF	74	1129	16881	0.8082254087568524	1.0	1.0	1.0
UP_KEYWORDS	Methylation	3	3.1578947368421053	0.9167984423393747	BCL9, SETDB1, S100A9	84	1001	20581	0.7343014128728413	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005622~intracellular	4	4.2105263157894735	0.9272340754880676	PGLYRP4, SNX27, CASQ2, PI4KB	78	1332	18224	0.7016247016247016	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	3	3.1578947368421053	0.9318333474589485	RBM15, CELF3, ZNF697	74	985	16881	0.6947866648374262	1.0	1.0	1.0
UP_SEQ_FEATURE	mutagenesis site	6	6.315789473684211	0.9419394582779698	SETDB1, SORT1, CEP350, ACP6, NMNAT2, S100A9	80	2191	20063	0.686775445002282	1.0	1.0	1.0
