Annotation Cluster 1	Enrichment Score: 1.6338997025390343
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Membrane	8	80.0	0.014216388375823043	SERPINB13, PIGN, DCC, VPS4B, KIAA1468, BCL2, TNFRSF11A, CDH19	10	7494	20581	2.1970643181211638	0.49705962064352804	0.25870559079239797	0.25870559079239797
UP_KEYWORDS	Transmembrane helix	7	70.0	0.015922706561649846	SERPINB13, PIGN, DCC, KIAA1468, BCL2, TNFRSF11A, CDH19	10	5634	20581	2.557099751508697	0.5371906445980874	0.25870559079239797	0.25870559079239797
UP_KEYWORDS	Transmembrane	7	70.0	0.016169099424524873	SERPINB13, PIGN, DCC, KIAA1468, BCL2, TNFRSF11A, CDH19	10	5651	20581	2.549407184569103	0.5427201873296518	0.25870559079239797	0.25870559079239797
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	6	60.0	0.07959928877515365	SERPINB13, PIGN, DCC, KIAA1468, BCL2, CDH19	10	5163	18224	2.117838466008135	0.9019710216358302	1.0	1.0

Annotation Cluster 2	Enrichment Score: 0.46753864900957454
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	transmembrane region	5	50.0	0.1694484643492757	PIGN, DCC, BCL2, TNFRSF11A, CDH19	10	5056	20063	1.98407832278481	0.9999825164931532	1.0	1.0
UP_SEQ_FEATURE	topological domain:Cytoplasmic	4	40.0	0.19150045802195118	PIGN, DCC, TNFRSF11A, CDH19	10	3456	20063	2.3221064814814816	0.9999964263919774	1.0	1.0
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	4	40.0	0.2913119860761611	PIGN, DCC, TNFRSF11A, CDH19	10	4234	20063	1.8954180444024564	0.9999999984973765	1.0	1.0
UP_KEYWORDS	Glycoprotein	4	40.0	0.3188664949886045	PIGN, DCC, TNFRSF11A, CDH19	10	4551	20581	1.8089211162381895	0.9999999901111064	1.0	1.0
UP_SEQ_FEATURE	topological domain:Extracellular	3	30.0	0.3618514647123475	DCC, TNFRSF11A, CDH19	10	2787	20063	2.1596340150699675	0.9999999999969069	1.0	1.0
UP_SEQ_FEATURE	signal peptide	3	30.0	0.45773075249543527	DCC, TNFRSF11A, CDH19	10	3346	20063	1.7988344291691571	0.9999999999999998	1.0	1.0
UP_KEYWORDS	Signal	3	30.0	0.570238427525694	DCC, TNFRSF11A, CDH19	10	4160	20581	1.4842067307692306	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	3	30.0	0.6387327798408209	DCC, TNFRSF11A, CDH19	10	4121	18224	1.3266682843969908	0.9999999999995839	1.0	1.0

