bin,gene,accession,uniqueID,partner,Nij
560,NA,NA,NA,NA,1
818,NA,NA,NA,NA,1
859,NA,NA,NA,NA,1
1062,NA,NA,NA,NA,1
1079,ZNF33B,NM_006955,25017,NA,1
1082,BMS1,NM_014753,25774,NA,1
1083,BMS1,NM_014753,25774,NA,1
1085,NA,NA,NA,NA,1
1086,NA,NA,NA,NA,1
1095,RASGEF1A,NM_145313,25779,NA,1
1101,NA,NA,NA,NA,1
1103,ZNF485,NM_145312,25794,NA,1
1104,ZNF32;ZNF32-AS1;ZNF32-AS3;ZNF32;ZNF32-AS2,NM_006973;NR_047557;NR_038867;NM_001005368;NR_047558,25789;25791;25792;25793;25798,NA,1
1106,NA,NA,NA,NA,1
1107,NA,NA,NA,NA,1
1109,LINC00619;LINC00840,NR_033923;NR_038268,25800;25801,NA,1
1110,LINC00840,NR_038268,25801,NA,1
1112,LINC00841,NR_033846,25019,NA,1
1114,NA,NA,NA,NA,1
1115,NA,NA,NA,NA,1
1117,NA,NA,NA,NA,1
1121,NA,NA,NA,NA,1
1122,CXCL12;CXCL12;CXCL12;CXCL12;CXCL12,NM_199168;NM_001277990;NM_001033886;NM_000609;NM_001178134,25803;25804;25805;25806;25807,NA,1
1125,NA,NA,NA,NA,1
1126,NA,NA,NA,NA,1
1178,LOC100996758;NPY4R;LINC00842;NPY4R,NM_001278795;NM_001278794;NR_033957;NM_005972,25843;25844;25848;25850,NA,103
1235,FRMPD2;FRMPD2;FRMPD2P1,NM_001018071;NM_001042512;NR_033172,25056;25883;25884,NA,1
1236,FRMPD2,NM_001018071,25056,NA,1
1237,FRMPD2,NM_001018071,25056,NA,1
1238,MAPK8;FRMPD2,NM_001278547;NM_001018071,25055;25056,NA,1
1239,MAPK8,NM_001278547,25055,NA,1
1240,MAPK8,NM_001278547,25055,NA,1
1241,MAPK8;MAPK8;MAPK8;MAPK8;MAPK8,NM_001278547;NM_139049;NM_002750;NM_139046;NM_001278548,25055;25885;25886;25887;25888,NA,1
1242,ARHGAP22;MAPK8;ARHGAP22;ARHGAP22;ARHGAP22;ARHGAP22;MAPK8;MAPK8;MAPK8;MAPK8,NR_045675;NM_001278547;NM_021226;NM_001256026;NM_001256025;NM_001256024;NM_139049;NM_002750;NM_139046;NM_001278548,25054;25055;25057;25058;25059;25060;25885;25886;25887;25888,NA,1
1243,ARHGAP22;ARHGAP22;ARHGAP22;ARHGAP22;ARHGAP22,NR_045675;NM_021226;NM_001256026;NM_001256025;NM_001256024,25054;25057;25058;25059;25060,NA,1
1244,ARHGAP22;ARHGAP22;ARHGAP22;ARHGAP22,NR_045675;NM_021226;NM_001256025;NM_001256024,25054;25057;25059;25060,NA,1
1245,ARHGAP22;ARHGAP22;ARHGAP22;ARHGAP22,NR_045675;NM_021226;NM_001256025;NM_001256024,25054;25057;25059;25060,NA,1
1246,ARHGAP22;ARHGAP22;ARHGAP22;ARHGAP22,NR_045675;NM_021226;NM_001256025;NM_001256024,25054;25057;25059;25060,NA,1
1247,ARHGAP22;ARHGAP22,NR_045675;NM_001256025,25054;25059,NA,1
1248,WDFY4,NM_020945,25061,NA,1
1249,WDFY4,NM_020945,25061,NA,1
1250,WDFY4,NM_020945,25061,NA,1
1251,WDFY4,NM_020945,25061,NA,1
1252,WDFY4,NM_020945,25061,NA,1
1253,WDFY4;LRRC18,NM_020945;NM_001006939,25061;25890,NA,1
1254,WDFY4;LRRC18,NM_020945;NM_001006939,25061;25890,NA,1
1255,WDFY4;MIR4294,NM_020945;NR_036182,25061;25889,NA,1
1256,VSTM4,NM_001031746,25891,NA,1
1257,VSTM4,NM_001031746,25891,NA,1
1258,VSTM4;VSTM4,NM_001031746;NM_144984,25891;25892,NA,1
1260,C10orf128;C10orf128;C10orf128;C10orf128;C10orf128,NM_001010863;NM_001288743;NM_001288741;NM_001288740;NM_001288742,25894;25895;25896;25897;25898,NA,1
1261,NA,NA,NA,NA,1
