bin,gene,accession,uniqueID,partner,Nij
1012,LRRC4C;LRRC4C,NM_020929;NM_001258419,26747;26748,NA,1
1034,LRRC4C;LRRC4C,NM_020929;NM_001258419,26747;26748,NA,1
1039,NA,NA,NA,NA,1
1041,NA,NA,NA,NA,1
1051,NA,NA,NA,NA,1
1056,LOC100507205,NR_038309,27972,NA,1
1059,NA,NA,NA,NA,1
1060,NA,NA,NA,NA,1
1065,NA,NA,NA,NA,1
1070,NA,NA,NA,NA,1
1078,NA,NA,NA,NA,1
1079,NA,NA,NA,NA,1
1206,OR4B1,NM_001005470,28058,NA,1
1207,OR4X2,NM_001004727,28059,NA,1
1209,OR4S1;OR4C3,NM_001004725;NM_001004702,28061;28062,NA,1
1210,OR4C45,NM_001005513,28063,NA,1
1211,NA,NA,NA,NA,1
1212,NA,NA,NA,NA,1
1213,OR4A47,NM_001005512,28064,NA,1
1215,NA,NA,NA,NA,1
1266,NA,NA,NA,NA,39
1370,NA,NA,NA,NA,1
1371,NA,NA,NA,NA,1
1372,NA,NA,NA,NA,1
1373,NA,NA,NA,NA,1
1374,NA,NA,NA,NA,1
1375,NA,NA,NA,NA,1
1376,TRIM48,NM_024114,28078,NA,1
1377,TRIM51HP,NR_038174,28079,NA,1
1378,OR4A16,NM_001005274,28081,NA,1
1379,OR4A15,NM_001005275,28080,NA,1
1380,NA,NA,NA,NA,1
1381,NA,NA,NA,NA,1
1383,NA,NA,NA,NA,1
1386,OR4P4;OR4C6;OR4S2,NM_001004124;NM_001004704;NM_001004059,28082;28083;28086,NA,1
1390,OR5D14;OR5L2;OR5L1;OR5D18,NM_001004735;NM_001004739;NM_001004738;NM_001001952,28088;28093;28094;28096,NA,1
1391,OR5D16,NM_001005496,28090,NA,1
1395,OR5F1;OR5AS1,NM_003697;NM_001001921,28098;28100,NA,1
1404,OR8U8;OR8U1;OR8J1,NM_001013356;NM_001005204;NM_001005205,28112;28113;28114,NA,1
2019,NA,NA,NA,NA,1
