bin,gene,accession,uniqueID,partner,Nij
1911,NA,NA,NA,NA,1
2017,CTNNA2;CTNNA2;CTNNA2;CTNNA2;CTNNA2;CTNNA2,NM_001164883;NM_001282599;NM_001282598;NM_004389;NM_001282600;NM_001282597,4725;4726;4727;4729;4730;4731,NA,1
2034,NA,NA,NA,NA,1
2039,NA,NA,NA,NA,1
2046,NA,NA,NA,NA,1
2075,NA,NA,NA,NA,1
2078,LOC1720,NR_033423,6423,NA,1
2081,NA,NA,NA,NA,1
2097,NA,NA,NA,NA,1
2105,NA,NA,NA,NA,1
2109,NA,NA,NA,NA,1
2111,NA,NA,NA,NA,1
2112,NA,NA,NA,NA,1
2213,THNSL2;THNSL2;THNSL2,NM_001244676;NM_001244678;NM_018271,5228;5229;5230,NA,1
2215,NA,NA,NA,NA,1
2216,NA,NA,NA,NA,1
2219,FOXI3,NM_001135649,6485,NA,1
2222,EIF2AK3;AC104134.2,NM_004836;NR_110236,5231;5232,NA,1
2225,RPIA,NM_144563,5227,NA,1
2226,RPIA,NM_144563,5227,NA,1
2229,NA,NA,NA,NA,1
2230,NA,NA,NA,NA,1
2231,NA,NA,NA,NA,1
2232,NA,NA,NA,NA,1
2233,NA,NA,NA,NA,1
2237,NA,NA,NA,NA,1
2238,NA,NA,NA,NA,1
2239,NA,NA,NA,NA,1
2295,NA,NA,NA,NA,35
2391,LOC442028,NR_037597,5233,NA,1
2392,NA,NA,NA,NA,1
2393,MAL;MAL;MAL;MAL,NM_002371;NM_022440;NM_022439;NM_022438,6495;6496;6497;6498,NA,1
2596,NA,NA,NA,NA,1
2602,NA,NA,NA,NA,1
2874,NA,NA,NA,NA,1
3326,ANKRD30BL;MIR663B,NR_027020;NR_031608,5349;6897,NA,1
