bin,gene,accession,uniqueID,partner,Nij
887,ZNF792,NM_175872,42276,NA,1
923,LOC644189;ZFP82,NR_033748;NM_133466,42399;42400,NA,1
925,ZNF566;ZNF566;ZNF566;ZNF566;LOC728752,NM_032838;NM_001145345;NM_001145344;NM_001145343;NR_036504,41135;41136;41137;41138;42402,NA,1
926,ZNF529;ZNF529;ZNF260;ZNF260;ZNF260;ZNF260;ZNF529,NM_001145650;NM_001145649;NM_001012756;NM_001166038;NM_001166037;NM_001166036;NM_020951,41140;41141;42401;42403;42404;42405;42406,NA,1
927,ZNF529;ZNF529;ZNF529;ZNF529,NM_001145650;NM_001145649;NR_027239;NM_020951,41140;41141;41143;42406,NA,1
929,ZNF461,NM_153257,42410,NA,1
930,ZNF567,NM_152603,42409,NA,1
932,ZNF850;ZNF850,NM_001267779;NM_001193552,42414;42415,NA,1
933,ZNF790;ZNF790;ZNF790;ZNF790;ZNF790-AS1;ZNF790-AS1,NM_001242802;NM_001242801;NM_001242800;NM_206894;NR_040028;NR_040027,42411;42412;42413;42416;42417;42418,NA,1
934,ZNF345;ZNF345;ZNF345;ZNF345;ZNF345;ZNF345;ZNF790;ZNF790;ZNF790;ZNF790,NM_001242476;NM_001242475;NM_001242474;NM_001242472;NM_003419;NR_038362;NM_001242802;NM_001242801;NM_001242800;NM_206894,41129;41130;41131;41132;41133;41144;42411;42412;42413;42416,NA,1
935,ZNF345;ZNF345;ZNF345;ZNF345;ZNF345;ZNF345;ZNF829;ZNF829,NM_001242476;NM_001242475;NM_001242474;NM_001242472;NM_003419;NR_038362;NM_001171979;NM_001037232,41129;41130;41131;41132;41133;41144;42423;42424,NA,1
936,ZNF568;ZNF568;ZNF568;ZNF568;ZNF568;ZNF568;ZNF829;ZNF829,NM_001204838;NM_001204839;NM_198539;NM_001204837;NM_001204836;NM_001204835;NM_001171979;NM_001037232,41128;41134;42419;42420;42421;42422;42423;42424,NA,1
938,ZNF568;ZNF568,NM_001204838;NM_001204839,41128;41134,NA,1
939,NA,NA,NA,NA,1
940,ZNF420,NM_144689,41142,NA,1
942,ZNF585A;ZNF585A;ZNF585B;ZNF585A;ZNF585A,NM_199126;NM_152655;NM_152279;NM_001288800;NR_110152,42425;42426;42427;42429;42430,NA,1
943,ZNF585B;ZNF383,NM_152279;NM_152604,42427;42428,NA,1
946,HKR1,NM_181786,42431,NA,1
947,ZNF527;HKR1,NM_032453;NM_181786,41145;42431,NA,1
949,ZNF570;ZNF569,NM_144694;NM_152484,42433;42434,NA,1
950,ZNF793;ZNF570,NM_001013659;NM_144694,41147;42433,NA,1
952,ZNF571-AS1;ZNF540;ZNF571;ZNF571-AS1;ZNF571-AS1;ZNF571-AS1,NR_038249;NM_152606;NM_016536;NR_038250;NR_038248;NR_038247,42435;42436;42439;42440;42441;42442,NA,1
955,ZNF607;ZNF607;ZNF781,NM_032689;NM_001172677;NM_152605,42443;42447;42449,NA,1
956,ZNF607;ZNF573;ZNF573;ZNF573;ZNF607;ZNF573;ZNF573,NM_032689;NM_001172690;NM_001172692;NM_001172691;NM_001172677;NM_001172689;NM_152360,42443;42444;42445;42446;42447;42448;42450,NA,1
960,SIPA1L3;WDR87,NM_015073;NM_031951,41148;42452,NA,1
1007,LEUTX,NM_001143832,42543,NA,1
1112,ZNF221,NM_013359,42717,NA,44
1310,ZNF577;ZNF649;ZNF577;ZNF577,NM_001135590;NM_023074;NM_032679;NR_024181,43365;43366;43367;43369,NA,1
1312,ZNF613;ZNF350;ZNF613;HCCAT3,NM_024840;NM_021632;NM_001031721;NR_103847,43371;43372;43376;43377,NA,1
1313,ZNF614;ZNF350;ZNF615;ZNF615;HCCAT3,NM_025040;NM_021632;NM_198480;NM_001199324;NR_103847,43370;43372;43373;43374;43377,NA,1
1314,ZNF614;ZNF432,NM_025040;NM_014650,43370;43375,NA,1
1317,ZNF616;ZNF836,NM_178523;NM_001102657,43378;43380,NA,1
1324,ZNF528;ZNF534;ZNF534;ZNF578,NM_032423;NM_001143939;NM_001143938;NM_001099694,43388;43391;43393;43395,NA,1
1326,ZNF808;ZNF578,NM_001039886;NM_001099694,43394;43395,NA,1
1342,ZNF665;ZNF347;ZNF347;ZNF347,NM_024733;NM_032584;NM_001172675;NM_001172674,43424;43427;43428;43429,NA,1
1420,NA,NA,NA,NA,1
1424,ZNF667;ZNF583;ZNF583;ZNF583;ZNF667,NM_022103;NM_152478;NM_001159861;NM_001159860;NR_030740,43711;43712;43715;43716;43718,NA,1
1425,ZNF667-AS1;ZNF667;ZNF667-AS1;ZNF667,NR_036522;NM_022103;NR_036521;NR_030740,43710;43711;43714;43718,NA,1
1426,ZNF667-AS1;ZNF667-AS1;ZNF471,NR_036522;NR_036521;NM_020813,43710;43714;43723,NA,1
1429,ZNF71;SMIM17,NM_021216;NM_001193628,43721;43725,NA,1
1449,ZNF17;ZNF749,NM_006959;NM_001023561,43749;43758,NA,1
1452,ZNF550;ZNF550;ZNF550;ZNF550;ZNF549;ZNF549,NM_001277090;NM_001277093;NM_001277092;NM_001277091;NM_001199295;NM_153263,41279;41280;41285;41286;43759;43760,NA,1
1455,ZNF551;ZNF551;ZNF551;ZSCAN4,NR_073102;NM_138347;NM_001270938;NM_152677,41282;41283;41287;43779,NA,1
1463,ZNF606;LOC100128398;C19orf18,NM_025027;NR_036508;NM_152474,43796;43797;43799,NA,1
1468,ZNF274;ZNF274;ZNF274;ZNF274;ZNF274,NM_133502;NM_001278735;NM_001278734;NM_016325;NM_016324,40860;40862;40863;40872;40873,NA,1
