bin,gene,accession,uniqueID,partner,Nij
440,SH3GL2,NM_003026,20370,NA,1
539,MIR31HG,NR_027054,20382,NA,1
596,ELAVL2;ELAVL2;ELAVL2,NM_001171197;NM_001171195;NM_004432,20384;20385;20386,NA,1
668,NA,NA,NA,NA,1
673,CAAP1;CAAP1;PLAA,NM_024828;NM_001167575;NM_001031689,20389;20391;20900,NA,1
677,IFT74;IFT74;IFT74,NM_025103;NM_001099223;NM_001099222,20388;20390;20395,NA,1
682,LINC00032,NR_026679,20259,NA,1
683,LINC00032;EQTN;EQTN,NR_026679;NM_001161585;NM_020641,20259;20901;20902,NA,1
687,MOB3B,NM_024761,20396,NA,1
688,MOB3B,NM_024761,20396,NA,1
702,LINGO2;LINGO2,NM_152570;NM_001258282,20256;20258,NA,1
809,NA,NA,NA,NA,1
817,NA,NA,NA,NA,1
942,FRMPD1,NM_014907,21110,NA,1
950,SHB,NM_003028,20445,NA,1
953,NA,NA,NA,NA,1
954,NA,NA,NA,NA,1
960,ALDH1B1,NM_000692,21123,NA,1
962,NA,NA,NA,NA,1
964,FAM95C,NR_047651,21126,NA,1
966,ANKRD18A;FAM201A,NM_147195;NR_027294,21125;21127,NA,1
968,NA,NA,NA,NA,1
969,NA,NA,NA,NA,1
1105,NA,NA,NA,NA,1
1123,NA,NA,NA,NA,1
1711,LOC642236,NR_033907,21175,NA,64
1776,PGM5,NM_021965,20454,NA,1
1777,PGM5,NM_021965,20454,NA,1
1778,PGM5,NM_021965,20454,NA,1
1779,PGM5;TMEM252;RP11-274B18.2,NM_021965;NM_153237;NR_109769,20454;21194;21195,NA,1
1780,RP11-274B18.2,NR_109769,21195,NA,1
1781,NA,NA,NA,NA,1
1783,NA,NA,NA,NA,1
1784,PIP5K1B;PIP5K1B,NM_001278253;NM_003558,20457;20458,NA,1
1785,PIP5K1B;PIP5K1B;FAM122A,NM_001278253;NM_003558;NM_138333,20457;20458;21196,NA,1
1786,PIP5K1B;PIP5K1B,NM_001278253;NM_003558,20457;20458,NA,1
1787,PIP5K1B;PIP5K1B,NM_001278253;NM_003558,20457;20458,NA,1
1788,PIP5K1B;PIP5K1B,NM_001278253;NM_003558,20457;20458,NA,1
1789,PIP5K1B;PIP5K1B,NM_001278253;NM_003558,20457;20458,NA,1
1790,PIP5K1B;PIP5K1B,NM_001278253;NM_003558,20457;20458,NA,1
1791,PIP5K1B;PIP5K1B;PRKACG,NM_001278253;NM_003558;NM_002732,20457;20458;21198,NA,1
1794,TJP2,NM_001170414,20465,NA,1
1795,TJP2;TJP2;TJP2;TJP2,NM_201629;NM_001170630;NM_001170414;NM_004817,20460;20463;20465;20467,NA,1
1798,BANCR,NR_047671,21200,NA,1
1799,FAM189A2;FAM189A2;BANCR,NM_001127608;NM_004816;NR_047671,20459;20466;21200,NA,1
1800,FAM189A2;FAM189A2,NM_001127608;NM_004816,20459;20466,NA,1
1802,APBA1,NM_001163,20461,NA,1
1805,APBA1,NM_001163,20461,NA,1
1806,APBA1,NM_001163,20461,NA,1
1807,APBA1,NM_001163,20461,NA,1
1808,APBA1,NM_001163,20461,NA,1
1809,PTAR1,NM_001099666,20263,NA,1
1811,C9orf135;C9orf135-AS1,NM_001010940;NR_038833,20470;21201,NA,1
1812,C9orf135,NM_001010940,20470,NA,1
1813,C9orf135,NM_001010940,20470,NA,1
1815,NA,NA,NA,NA,1
1816,NA,NA,NA,NA,1
1817,MAMDC2,NM_153267,20471,NA,1
1818,MAMDC2,NM_153267,20471,NA,1
1820,MAMDC2;MAMDC2-AS1,NM_153267;NR_040076,20471;21203,NA,1
1828,NA,NA,NA,NA,1
1835,TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3,NM_024971;NM_206948;NM_206947;NM_020952;NM_206945;NM_206944;NM_206946;NM_001007471;NM_001007470,20260;20261;20262;20264;20266;20267;20268;20269;20270,NA,1
1840,TRPM3,NM_001007471,20269,NA,1
1843,TRPM3,NM_001007471,20269,NA,1
1851,NA,NA,NA,NA,1
